,epoch,train_loss,val_loss,val_accuracy,accuracy
1,1.0,0.6758310556411743,0.6321028470993042,0.6586538461538461,0.5820624999999999
2,2.0,0.6249582290649414,0.5447655618190765,0.7481971153846154,0.6775
3,3.0,0.561516797542572,0.48227567970752716,0.7524038461538461,0.7114375
4,4.0,0.5032928884029388,0.46919281780719757,0.7638221153846154,0.7691874999999999
5,5.0,0.43430822491645815,0.507529690861702,0.7869591346153846,0.8053125
6,6.0,0.3626654863357544,0.5281570553779602,0.7983774038461539,0.851
7,7.0,0.2563213288784027,0.5382278561592102,0.7791466346153846,0.9020624999999999
8,8.0,0.19718893468379975,0.6109763979911804,0.7599158653846154,0.9304375
9,9.0,0.21648224890232087,0.7481760084629059,0.7445913461538461,0.91325
10,10.0,0.16640570163726806,0.5895925164222717,0.8103966346153846,0.9304375
11,11.0,0.11132266819477081,0.8186788260936737,0.7136418269230769,0.9634375000000001
12,12.0,0.07323483601212502,0.8091988265514374,0.7599158653846154,0.9725625000000001
13,13.0,0.057475746423006055,0.7442604601383209,0.7830528846153846,0.9850625000000001
14,14.0,0.04017133601009846,0.6840908825397491,0.7983774038461539,0.9886250000000001
15,15.0,0.0348451828584075,0.9469741880893707,0.7677283653846154,0.9921875
16,16.0,0.03155285865068436,0.7369880974292755,0.8293269230769231,0.9890625
17,17.0,0.03527714442461729,1.093031257390976,0.7599158653846154,0.9870625000000001
18,18.0,0.03318689567968249,1.0011976063251495,0.7983774038461539,0.99175
19,19.0,0.03125262167304754,1.2009814977645874,0.7599158653846154,0.9890625
20,20.0,0.049620619229972365,0.8999413251876831,0.7791466346153846,0.9839375
21,21.0,0.021852062549442053,1.2040376663208008,0.7481971153846154,0.9933125
22,22.0,0.012252235133200885,0.8824203312397003,0.7944711538461539,0.996875
23,23.0,0.011879470199346542,0.8652563393115997,0.8097956730769231,0.99375
24,24.0,0.01464154478162527,0.9476509094238281,0.7905649038461539,0.996875
25,25.0,0.008701554406434298,1.0315616726875305,0.7866586538461539,0.9984375
26,26.0,0.005174707621335983,1.0041669309139252,0.7905649038461539,1.0
27,27.0,0.004790123179554939,0.9774574339389801,0.7944711538461539,1.0
28,28.0,0.0023370620561763643,0.9811118841171265,0.7944711538461539,1.0
29,29.0,0.0027446368942037223,1.0459344387054443,0.7866586538461539,1.0
30,30.0,0.00621476755477488,1.0626186430454254,0.7905649038461539,0.9984375
31,31.0,0.0043364479439333085,1.01925989985466,0.8100961538461539,0.9984375
32,32.0,0.002678211173042655,1.1249958872795105,0.7905649038461539,1.0
33,33.0,0.004642905574291945,1.113865315914154,0.7791466346153846,0.9984375
34,34.0,0.012389300507493317,1.0613559484481812,0.8022836538461539,0.9964375000000001
35,35.0,0.003548086551018059,1.0389129519462585,0.7869591346153846,0.998
36,36.0,0.008793632197193802,1.0561072826385498,0.7986778846153846,0.9984375
37,37.0,0.01484491442097351,0.9312138259410858,0.8524639423076923,0.9948750000000001
38,38.0,0.012302351300604641,0.9414072036743164,0.8563701923076923,0.9960000000000001
39,39.0,0.0076896466314792635,0.8856419324874878,0.8407451923076923,0.9984375
40,40.0,0.003817605506628752,1.102259874343872,0.8100961538461539,0.9984375
41,41.0,0.01275833286345005,0.9958116412162781,0.8061899038461539,0.9948750000000001
42,42.0,0.00942351664416492,1.2600821256637573,0.7830528846153846,0.9953125
43,43.0,0.009654366737231612,0.8781355619430542,0.8563701923076923,0.9984375
44,44.0,0.007003408041782677,1.0739802122116089,0.8022836538461539,0.998
45,45.0,0.0035917782224714756,1.2247005701065063,0.7983774038461539,0.9984375
46,46.0,0.009390027727931738,1.1533424854278564,0.8176081730769231,0.9984375
47,47.0,0.0021854200633242725,1.1527469754219055,0.8176081730769231,1.0
48,48.0,0.0044460569508373736,1.1621288657188416,0.8176081730769231,0.9964375000000001
49,49.0,0.007382595748640597,1.304814636707306,0.8140024038461539,0.9984375
50,50.0,0.00561763031873852,0.9552478790283203,0.8100961538461539,0.996875
51,51.0,0.006112744868732989,1.0487343668937683,0.7869591346153846,0.996875
52,52.0,0.0025965713895857332,1.2506325840950012,0.7947716346153846,1.0
53,53.0,0.0025680509163066743,1.114016056060791,0.8179086538461539,1.0
54,54.0,0.0008532811538316309,1.071535885334015,0.8100961538461539,1.0
55,55.0,0.000869331369176507,1.0910534858703613,0.8100961538461539,1.0
56,56.0,0.0006080004561226815,1.189544141292572,0.7908653846153846,1.0
57,57.0,0.0005394478735979647,1.2386912107467651,0.7908653846153846,1.0
58,58.0,0.0005049947241786868,1.2612439393997192,0.7908653846153846,1.0
59,59.0,0.0010065599402878434,1.1725030541419983,0.8140024038461539,1.0
60,60.0,0.0005506995890755207,1.1208639740943909,0.8140024038461539,1.0
61,61.0,0.00042831358732655647,1.134775161743164,0.8179086538461539,1.0
62,62.0,0.0003973117214627564,1.153521478176117,0.8179086538461539,1.0
63,63.0,0.00039635433931834997,1.1789016127586365,0.8179086538461539,1.0
64,64.0,0.0004142301855608821,1.200989544391632,0.8218149038461539,1.0
65,65.0,0.00035187146277166904,1.2220189571380615,0.8218149038461539,1.0
66,66.0,0.00032058001961559056,1.2421696186065674,0.8218149038461539,1.0
67,67.0,0.0002928157045971602,1.2541558146476746,0.8218149038461539,1.0
68,68.0,0.00027473489753901956,1.2624065279960632,0.8218149038461539,1.0
69,69.0,0.0003115152881946415,1.2521538734436035,0.8218149038461539,1.0
70,70.0,0.0002767326688626781,1.2446014285087585,0.8218149038461539,1.0
71,71.0,0.00026459514629095793,1.2410777807235718,0.8218149038461539,1.0
72,72.0,0.00026835270109586417,1.2459237575531006,0.8218149038461539,1.0
73,73.0,0.00024779682280495763,1.25167715549469,0.8218149038461539,1.0
74,74.0,0.0002764412725809962,1.2626845240592957,0.8218149038461539,1.0
75,75.0,0.00024740205553825946,1.2795770168304443,0.8179086538461539,1.0
76,76.0,0.00022624249977525323,1.2892181873321533,0.8179086538461539,1.0
77,77.0,0.00021402736019808798,1.2950311303138733,0.8179086538461539,1.0
78,78.0,0.00021505173936020583,1.2978560328483582,0.8179086538461539,1.0
79,79.0,0.00021561598696280272,1.3016610145568848,0.8179086538461539,1.0
80,80.0,0.000229410408064723,1.3088624477386475,0.8179086538461539,1.0
81,81.0,0.0001962765963980928,1.3142074346542358,0.8179086538461539,1.0
82,82.0,0.0008148540218826383,1.1682270765304565,0.8257211538461539,1.0
83,83.0,0.0002961775491712615,1.1237395405769348,0.8293269230769231,1.0
84,84.0,0.004233446886064485,1.6279220581054688,0.7830528846153846,0.9984375
85,85.0,0.013470761899952777,1.316356122493744,0.7638221153846154,0.9953125
86,86.0,0.04611712507903576,1.3845038414001465,0.7794471153846154,0.9855
87,87.0,0.045253646525088696,1.0972191989421844,0.7908653846153846,0.9853125
88,88.0,0.07446952369064093,1.4731158018112183,0.6670673076923077,0.9792500000000001
89,89.0,0.07245754599571227,0.977335125207901,0.8061899038461539,0.9776875
90,90.0,0.051743635162711146,0.9439026415348053,0.8022836538461539,0.982375
91,91.0,0.00934232515282929,1.2172674536705017,0.7638221153846154,0.996875
92,92.0,0.0155991873703897,1.130830466747284,0.7830528846153846,0.996875
93,93.0,0.010505430912598968,1.0277739465236664,0.7791466346153846,0.99375
94,94.0,0.007420562580227852,1.0796333253383636,0.7944711538461539,0.9964375000000001
95,95.0,0.004129238962195814,1.15863835811615,0.7677283653846154,0.9984375
96,96.0,0.002989665814675391,1.28245609998703,0.7599158653846154,1.0
97,97.0,0.0014890704536810518,1.3856691122055054,0.7560096153846154,1.0
98,98.0,0.0008118027355521918,1.4708719849586487,0.7599158653846154,1.0
99,99.0,0.0015767911216244101,1.4595248699188232,0.7638221153846154,1.0
100,100.0,0.001682390389032662,1.45125412940979,0.7638221153846154,1.0
