epoch,accuracy,loss,val_accuracy,val_loss
0,0.47875815629959106,0.6917480230331421,0.8051947951316833,0.649007260799408
1,0.7549019455909729,0.649682879447937,0.8051947951316833,0.5842154622077942
2,0.7549019455909729,0.5927295684814453,0.8051947951316833,0.5012463927268982
3,0.7549019455909729,0.5303799510002136,0.8051947951316833,0.48141181468963623
4,0.7549019455909729,0.5364797711372375,0.8051947951316833,0.46942129731178284
5,0.7549019455909729,0.5100613832473755,0.8051947951316833,0.4710041284561157
6,0.7565359473228455,0.4920353591442108,0.8051947951316833,0.4729556739330292
7,0.758169949054718,0.47927507758140564,0.8051947951316833,0.4695061445236206
8,0.7647058963775635,0.4648958444595337,0.8051947951316833,0.45796674489974976
9,0.7761437892913818,0.4398293197154999,0.8051947951316833,0.4368476867675781
10,0.7777777910232544,0.4116278886795044,0.8051947951316833,0.415021687746048
11,0.7875816822052002,0.38559848070144653,0.8116883039474487,0.3985339105129242
12,0.8039215803146362,0.3570537865161896,0.8246753215789795,0.38464826345443726
13,0.8316993713378906,0.32423147559165955,0.8311688303947449,0.37238627672195435
14,0.8790849447250366,0.29224368929862976,0.8246753215789795,0.3664688467979431
15,0.9101307392120361,0.2631632089614868,0.8311688303947449,0.3596160113811493
16,0.9264705777168274,0.22106929123401642,0.850649356842041,0.345033198595047
17,0.9460784196853638,0.1853531301021576,0.8376623392105103,0.3307364881038666
18,0.9558823704719543,0.16102778911590576,0.8571428656578064,0.32943102717399597
19,0.9591503143310547,0.131497323513031,0.8441558480262756,0.34036749601364136
20,0.9640522599220276,0.10972096771001816,0.850649356842041,0.36182811856269836
21,0.9787581562995911,0.0835966169834137,0.8571428656578064,0.38086363673210144
22,0.9689542651176453,0.07853296399116516,0.8441558480262756,0.400501549243927
23,0.9803921580314636,0.06844640523195267,0.8441558480262756,0.4145244061946869
24,0.9787581562995911,0.0643848180770874,0.8441558480262756,0.4277743995189667
25,0.9754902124404907,0.051579464226961136,0.8571428656578064,0.44778287410736084
26,0.9771241545677185,0.053283073008060455,0.850649356842041,0.4175789952278137
27,0.9869281053543091,0.03698020428419113,0.8246753215789795,0.41056501865386963
28,0.9885621070861816,0.03332764282822609,0.8116883039474487,0.4067310094833374
29,0.9901960492134094,0.036058906465768814,0.8181818127632141,0.3999297022819519
30,0.9950980544090271,0.03153132647275925,0.8181818127632141,0.39097192883491516
31,0.9967319965362549,0.02466295287013054,0.850649356842041,0.38393476605415344
32,0.9950980544090271,0.019047847017645836,0.8896104097366333,0.3858410120010376
33,0.9967319965362549,0.014547017402946949,0.8896104097366333,0.4018200635910034
34,0.9934640526771545,0.02172440104186535,0.8896104097366333,0.4017814099788666
35,0.9934640526771545,0.019601156935095787,0.8896104097366333,0.4003119170665741
36,0.9967319965362549,0.010804248042404652,0.8701298832893372,0.4052394926548004
37,0.9983659982681274,0.011351889930665493,0.850649356842041,0.41248849034309387
38,0.9983659982681274,0.009058168157935143,0.8376623392105103,0.42103472352027893
39,1.0,0.008596574887633324,0.8311688303947449,0.43253520131111145
40,0.9983659982681274,0.009190180338919163,0.8311688303947449,0.4485459327697754
41,1.0,0.008959430269896984,0.8116883039474487,0.47038501501083374
42,1.0,0.007406836375594139,0.8116883039474487,0.49568289518356323
43,0.9983659982681274,0.0065435366705060005,0.8116883039474487,0.5080081224441528
44,0.9983659982681274,0.0060624973848462105,0.8246753215789795,0.5117843151092529
45,1.0,0.003717884188517928,0.8246753215789795,0.5145635008811951
46,1.0,0.003429998643696308,0.8311688303947449,0.5126878023147583
47,1.0,0.0026490360032767057,0.8376623392105103,0.5112619996070862
48,0.9983659982681274,0.004332792479544878,0.8376623392105103,0.5111111998558044
49,1.0,0.0034404657781124115,0.8441558480262756,0.5145654082298279
50,1.0,0.0035616320092231035,0.8376623392105103,0.5200360417366028
51,1.0,0.0023964184802025557,0.8376623392105103,0.5264211297035217
52,0.9983659982681274,0.004484979901462793,0.8246753215789795,0.5142087340354919
53,1.0,0.002384304068982601,0.8311688303947449,0.5086169242858887
54,1.0,0.002439863746985793,0.8181818127632141,0.5083410143852234
55,1.0,0.0023240558803081512,0.8181818127632141,0.511674165725708
56,1.0,0.0024244836531579494,0.8181818127632141,0.517967939376831
57,1.0,0.0019894340075552464,0.8311688303947449,0.5277795791625977
58,1.0,0.0017404541140422225,0.8246753215789795,0.5405280590057373
59,1.0,0.0015407881001010537,0.8376623392105103,0.5543474555015564
60,1.0,0.0012946377974003553,0.8376623392105103,0.5684828162193298
61,1.0,0.0015786185394972563,0.8311688303947449,0.5824798345565796
62,1.0,0.0012361687840893865,0.8246753215789795,0.5959221720695496
63,1.0,0.001188164111226797,0.8246753215789795,0.6056020855903625
64,1.0,0.00134064513258636,0.8246753215789795,0.6128517985343933
65,1.0,0.0010932781733572483,0.8246753215789795,0.6203720569610596
66,1.0,0.0010438892059028149,0.8246753215789795,0.6250020265579224
67,1.0,0.0010953114833682775,0.8246753215789795,0.6283251643180847
68,1.0,0.0012365577276796103,0.8246753215789795,0.6248936057090759
69,1.0,0.000988555490039289,0.8246753215789795,0.624659538269043
70,0.9983659982681274,0.004088215995579958,0.8571428656578064,0.5450440645217896
71,1.0,0.0016741263680160046,0.8831169009208679,0.5364266037940979
72,1.0,0.0018187382956966758,0.8766233921051025,0.5447527766227722
73,1.0,0.0025315650273114443,0.8896104097366333,0.5400324463844299
74,1.0,0.005003034602850676,0.8896104097366333,0.5215340852737427
75,0.9983659982681274,0.00767933065071702,0.8896104097366333,0.48982053995132446
76,1.0,0.0048912824131548405,0.8831169009208679,0.46372732520103455
77,1.0,0.004032611381262541,0.8831169009208679,0.44771480560302734
78,1.0,0.0038456956390291452,0.8766233921051025,0.43907997012138367
79,1.0,0.0037224795669317245,0.8766233921051025,0.43584659695625305
80,1.0,0.0030376496724784374,0.8766233921051025,0.43599289655685425
81,1.0,0.0031080758199095726,0.8766233921051025,0.4383823275566101
82,1.0,0.002364638028666377,0.8766233921051025,0.44158345460891724
83,1.0,0.0022183663677424192,0.8766233921051025,0.4455917775630951
84,1.0,0.0021199712064117193,0.8766233921051025,0.4501185715198517
85,1.0,0.002102965721860528,0.8701298832893372,0.454942524433136
86,1.0,0.001576665905304253,0.8636363744735718,0.46029603481292725
87,1.0,0.0015359557000920177,0.8636363744735718,0.46622976660728455
88,1.0,0.0012982269981876016,0.8701298832893372,0.47264501452445984
89,1.0,0.0011868601432070136,0.8701298832893372,0.4791141748428345
90,1.0,0.0012238493654876947,0.8701298832893372,0.4854543209075928
91,1.0,0.0010030546691268682,0.8701298832893372,0.4918483793735504
92,1.0,0.0010352067183703184,0.8636363744735718,0.4983118176460266
93,1.0,0.0008966743480414152,0.8571428656578064,0.5040140151977539
94,1.0,0.0010133440373465419,0.8571428656578064,0.5088578462600708
95,1.0,0.001105575356632471,0.8636363744735718,0.5136909484863281
96,1.0,0.000972828536760062,0.8636363744735718,0.517507016658783
97,1.0,0.0011899417731910944,0.8636363744735718,0.5197194814682007
98,1.0,0.0006669389549642801,0.8636363744735718,0.5216725468635559
99,1.0,0.0006814530352130532,0.8636363744735718,0.5243834257125854
