epoch,accuracy,loss,val_accuracy,val_loss
0,0.47968751192092896,0.6896140575408936,0.7250000238418579,0.6358672976493835
1,0.698437511920929,0.6227124333381653,0.7250000238418579,0.6920710206031799
2,0.698437511920929,0.6888427734375,0.7250000238418579,0.5836324691772461
3,0.699999988079071,0.5835298895835876,0.7250000238418579,0.612860918045044
4,0.699999988079071,0.6056652069091797,0.7250000238418579,0.6095386743545532
5,0.703125,0.5986829996109009,0.731249988079071,0.5910452008247375
6,0.703125,0.5778693556785583,0.731249988079071,0.5641348958015442
7,0.703125,0.5487102270126343,0.731249988079071,0.5517207980155945
8,0.7046874761581421,0.5391539335250854,0.731249988079071,0.5583611130714417
9,0.7093750238418579,0.5429348945617676,0.7250000238418579,0.548774242401123
10,0.7250000238418579,0.5200823545455933,0.7250000238418579,0.55169278383255
11,0.7484375238418579,0.5118787884712219,0.706250011920929,0.5547971725463867
12,0.7734375,0.5032402276992798,0.706250011920929,0.5530232191085815
13,0.785937488079071,0.49223294854164124,0.6937500238418579,0.5499420762062073
14,0.7875000238418579,0.48218026757240295,0.6937500238418579,0.5509050488471985
15,0.793749988079071,0.47169390320777893,0.699999988079071,0.5539429783821106
16,0.796875,0.4649292826652527,0.7124999761581421,0.557964026927948
17,0.801562488079071,0.45457497239112854,0.6937500238418579,0.5636720657348633
18,0.817187488079071,0.4414072036743164,0.6812499761581421,0.5622660517692566
19,0.823437511920929,0.4290008544921875,0.7124999761581421,0.5558421611785889
20,0.815625011920929,0.4233425557613373,0.6937500238418579,0.5555902719497681
21,0.815625011920929,0.41473132371902466,0.699999988079071,0.5543266534805298
22,0.8265625238418579,0.399528831243515,0.6812499761581421,0.5551449060440063
23,0.84375,0.38959574699401855,0.706250011920929,0.5621175169944763
24,0.840624988079071,0.37906089425086975,0.706250011920929,0.5674053430557251
25,0.839062511920929,0.3682185709476471,0.706250011920929,0.5685707330703735
26,0.8453124761581421,0.35201916098594666,0.7124999761581421,0.583946943283081
27,0.840624988079071,0.3492470383644104,0.71875,0.590154767036438
28,0.8374999761581421,0.3330504894256592,0.7124999761581421,0.6042094230651855
29,0.859375,0.32641568779945374,0.706250011920929,0.6106890439987183
30,0.8609374761581421,0.31305673718452454,0.71875,0.6143776774406433
31,0.871874988079071,0.30361971259117126,0.699999988079071,0.6247884035110474
32,0.862500011920929,0.30575400590896606,0.6937500238418579,0.6402171850204468
33,0.8812500238418579,0.2887796461582184,0.6812499761581421,0.6527091264724731
34,0.885937511920929,0.2843548655509949,0.6937500238418579,0.6658681631088257
35,0.890625,0.2719177305698395,0.699999988079071,0.684988796710968
36,0.8984375,0.26538026332855225,0.6812499761581421,0.6898013353347778
37,0.903124988079071,0.2553901970386505,0.6812499761581421,0.6982338428497314
38,0.90625,0.24945135414600372,0.7124999761581421,0.708675742149353
39,0.917187511920929,0.23339104652404785,0.699999988079071,0.7289430499076843
40,0.9140625,0.22559280693531036,0.699999988079071,0.7761839628219604
41,0.9281250238418579,0.2185196578502655,0.706250011920929,0.8462985754013062
42,0.9203125238418579,0.21989226341247559,0.7124999761581421,0.8618122935295105
43,0.926562488079071,0.203129842877388,0.699999988079071,0.8256639242172241
44,0.932812511920929,0.1956779956817627,0.675000011920929,0.8385664820671082
45,0.925000011920929,0.2016654908657074,0.6812499761581421,0.8422106504440308
