image_name,predicted_label,confidence,SCORE,
01_119938598_326123108597047_3619219889306142778_n.jpg,related_to_flood,0.9587277770042419,TP,
01_120004895_130613795450184_6970996585283204323_n.jpg,related_to_flood,0.9996899366378784,TP,
04_120004895_130613795450184_6970996585283204323_n.jpg,not_related_to_flood,0.4434320330619812,FN,
06_119942786_2023855214415049_8725267342995454558_n.jpg,related_to_flood,0.8068627119064331,TP,
118683375_602818153720603_1728537688446253034_n.jpg,not_related_to_flood,0.49998295307159424,TN,
118999034_151007219987506_3320918179088711776_n.jpg,not_related_to_flood,0.05085200071334839,TN,
119190309_931279377355158_3449851798905977983_n.jpg,not_related_to_flood,0.0878993421792984,TN,
119217391_1161274137592301_8024078959163209108_n.jpg,not_related_to_flood,0.28026503324508667,TN,
119234642_3235651129863583_5895809840574633617_n.jpg,not_related_to_flood,0.015276219695806503,TN,
119467509_1330973573739950_3893379128796581219_n.jpg,not_related_to_flood,0.31163790822029114,TN,
119475190_128249922330810_1253724561500649105_n.jpg,not_related_to_flood,0.09688475728034973,TN,
119519865_1077063852708979_874574609027918833_n.jpg,related_to_flood,0.9964761137962341,FP,*
119520217_1493386300862923_3018561087855569105_n.jpg,related_to_flood,0.9788524508476257,TP,
119532569_257118092169553_514917338439842288_n.jpg,not_related_to_flood,0.011979359202086926,TN,
119532569_337008844040982_5841975477425761787_n.jpg,related_to_flood,0.6218347549438477,TP,*
119547125_2872269569662470_6659542115373495401_n.jpg,not_related_to_flood,5.747532850364223e-05,TN,
119550553_101217441725605_324015418219708386_n.jpg,not_related_to_flood,0.09309990704059601,TN,
119553128_650825999204456_3663024072348586332_n.jpg,related_to_flood,0.7742477655410767,TP,
119556326_115260330181333_4072323265690684344_n.jpg,not_related_to_flood,0.2246791422367096,TN,
119557954_1246053805773919_6528099057256786233_n.jpg,not_related_to_flood,0.0036056358367204666,TN,
119559846_3319079134846848_8281675668430460473_n.jpg,related_to_flood,0.8367329239845276,TP,
119560775_715427662520100_8552704246664875991_n.jpg,not_related_to_flood,0.01578413136303425,TN,
119563465_4493041234104000_4287424763001586189_n.jpg,not_related_to_flood,0.015181169845163822,TN,
119563466_355556048818575_5608259242012515038_n.jpg,not_related_to_flood,0.01516431849449873,TN,*
119569445_825793028238864_1509487510067488862_n.jpg,not_related_to_flood,0.0933959037065506,TN,
119582275_662294137750566_1543997163896465130_n.jpg,not_related_to_flood,0.02157515287399292,TN,
119582755_415634906068478_5110412593943153957_n.jpg,not_related_to_flood,0.00013671409396920353,TN,
119585344_1401143266759199_7824531786115106891_n.jpg,related_to_flood,0.7712159156799316,FP,*
119587572_364648897893595_2796077199968134935_n.jpg,not_related_to_flood,0.00809204950928688,TN,
119596513_324914988793551_6292671900351760825_n.jpg,not_related_to_flood,0.03976496681571007,TN,
119597433_239103644196563_3178085831209472447_n.jpg,not_related_to_flood,0.16364829242229462,FN,*
119598204_688951738362663_2995198378051898835_n.jpg,not_related_to_flood,0.006580307614058256,TN,
119605061_1266227657047765_8855011817731946893_n.jpg,not_related_to_flood,0.005168505944311619,TN,
119608145_335370864565745_6388748624092641072_n.jpg,not_related_to_flood,0.01764896884560585,TN,
119609811_634490637257597_3055884669552543779_n.jpg,not_related_to_flood,0.06069815903902054,TN,
119611599_746114302896758_4430336988386669853_n.jpg,not_related_to_flood,0.013867794536054134,TN,
119617567_242663780463178_7617502362030702541_n.jpg,not_related_to_flood,0.01314193569123745,TN,
119628753_3590564610983402_2420307944536533338_n.jpg,related_to_flood,0.8236117362976074,TP,
119634437_617777018902387_4813057206688377445_n.jpg,not_related_to_flood,0.0358286090195179,FN,*
119634576_1558062294377741_3703600603539786679_n.jpg,not_related_to_flood,0.0054764896631240845,TN,
119638717_1700456376779746_4796279529851464415_n.jpg,not_related_to_flood,0.017391791567206383,TN,
119639602_334497951129030_1452218010911115879_n.jpg,related_to_flood,0.719818115234375,FP,*
119643226_345931396604022_2540922259313810295_n.jpg,not_related_to_flood,0.0006490153027698398,TN,
119643834_122919769542002_8754102063421399156_n.jpg,not_related_to_flood,0.2372046262025833,FN,*
119648284_1971857029618040_360634463043202454_n.jpg,not_related_to_flood,0.006949943490326405,TN,
119649425_1649154351918599_8952520718401042064_n.jpg,not_related_to_flood,0.41961705684661865,TN,
